pc1,pc2,cluster
1.1306642767496748,1.08765475608155,0
3.1909263937508134,1.4178845545702083,1
3.1243394479799558,-0.6570076372842958,1
-0.48433905812001915,-1.4109722846013084,0
-2.284541673469991,0.3300325638913251,2
-2.204713455465025,-0.34507903348408775,2
1.9224160690712868,1.6854826038134845,1
-0.7393517094382264,0.8116688956102233,2
1.377516483800874,-0.033410542886850275,1
2.686410292184097,-0.8195610796477127,1
0.024771680184724226,-1.1156223893198265,2
-0.7083985253168806,1.8280076569456036,0
1.4227466724110467,0.22130455198796425,1
-2.012526543464916,-1.1923167655616773,2
-0.49765669823443776,0.2693062272705887,0
-1.359967752519675,-0.40756294036583934,2
-0.4677305806340705,-1.8144678857675396,0
-1.0345510031954277,-0.35193954103023734,2
-1.7889553541322896,0.5306966321232428,2
-2.2314766503430206,-0.20715109635217493,2
0.11506165614892486,-0.40460092660319386,0
-1.4760812039030935,3.048628927987982,0
-0.5502827524968203,0.46391222557655704,0
0.8173565351102463,-0.05497506639570225,0
2.8408531102611545,-0.9326307585000282,1
-1.1883476625245288,-0.20938455442113954,2
-2.0966664782539497,1.3981222742860624,2
0.6847368338140273,1.2911144878464942,0
-1.3613970691282724,-0.564813754339496,2
1.4744321358171772,-2.98082673656177,1
-0.6883544813461465,2.024670788108312,2
1.287267359275513,-0.6367557503868126,1
-1.2357769260271658,1.120641800702281,2
0.09837612309832326,-0.8975696830421765,2
-1.6406459092709185,-1.2840425683962053,2
-2.1530323066090844,-0.9090572331720695,2
1.7477263899136182,-2.5508667206471407,1
2.27114395461705,-0.03673635428476696,1
1.9080624526946972,-0.548982113587506,1
0.814076837511509,0.45762033414792186,0
2.4169209266156857,1.4643378331515273,1
-1.2478172816698587,-1.812247841751308,0
-0.7033374186341077,3.0205016938538423,2
-0.7181633777714198,0.689519905376673,0
-1.2807385499586144,2.0466432546208964,2
0.7796833631354101,-0.7179243583780589,0
-1.383706720758863,-1.5785339546785726,2
1.5459022650776195,-0.5619581720073668,1
-0.1949911293508277,4.108032290439212,2
0.26255764322707636,0.1508249457093286,0
-2.9066397965623456,-0.574896279934346,2
-0.18987164480700144,-1.3445342652005838,2
-1.2023995166649513,-0.2607005613213089,2
-2.6675346571523595,-0.21787813215442348,2
1.1785171547877231,-1.047864835134297,1
2.6900078521620134,-1.060362769867388,1
-0.11112297808903873,-0.8863172976136514,0
-1.2031526309013605,-2.1183015801740326,2
0.24105283377606682,0.23756451405614096,0
-0.2052345445161503,-0.3939669051054439,0
0.9372657090909732,-0.39644508817309254,1
0.29788889414412695,-0.2683166996776388,0
3.05055607186217,-0.810349243207842,1
-1.8886277534416533,1.9238882345322308,2
1.1810404746935779,-1.83272889371434,1
3.0700279337378262,0.027889936026187685,1
0.3351439144198627,-0.05231219397298231,0
-0.18821629150491298,-0.04775615926985026,0
3.501327927884589,0.40243620685660836,1
0.10872937599268456,-0.6882392020426249,0
-0.97377678155992,1.8104041191711961,2
1.0224598372917841,0.4564007520097277,1
2.974972452679377,-1.1404038220952135,1
0.3580132550535665,0.06185543022980168,1
-1.7824496487973833,-1.0152667678870986,2
-0.5376429594438509,3.215200198386983,2
2.532379725976934,-0.7824031290181217,1
-0.5336518284003177,1.8059032312856278,2
-1.7233583140190234,0.03173170980906047,0
1.660075226553157,-0.23666673669117763,1
0.6843049519476313,-1.9715617829957772,1
-0.48741560785645205,0.9281043404382413,2
-2.1669974286089557,0.44004740888184923,2
2.36050064112904,1.6911576468992533,1
-2.2898476051834193,0.2213522322593214,2
-2.112837857185696,-0.04238653315852963,2
-1.5899351637023231,0.17721350972779795,2
-1.458263462629406,1.0393733139332115,2
-1.4998891820512434,1.0573775781780492,2
0.002965322016895613,0.7193695516588722,2
4.1307098570987915,0.71969891108285,1
1.525209725025999,-0.334581197324552,1
-2.2497673149405,-1.3025532511719202,2
-1.6441800670948121,1.7717545960364334,2
0.1407443828189482,-1.331800325150812,2
1.7654138489386804,-1.2294220818672177,1
1.7932458695816107,1.353261229889095,1
-1.5852541369997073,-0.3889524905325915,2
-1.9832945385953382,-0.5058495291885651,2
-2.0661999667983566,-0.48832472976769287,2
-3.214136754050488,-1.126169877719592,0
-0.9713148672251086,1.7391482485516951,2
-0.3434640425775499,2.448483816323797,2
1.1382760628614488,-1.5396512572548466,1
-1.444199268342158,-0.6545948872192519,2
0.33319643082599193,-1.3835284409899602,1
0.4389189514828237,-0.34333873564433964,0
2.5160172549501514,-1.4114121527932135,1
-0.12069918980976513,-2.4102198781555146,2
1.5559472393628133,0.971356879564258,1
1.2949630064979132,0.27607632965154894,1
-1.805430262152546,-0.7502863146232459,0
1.9878077329710655,0.6825938190008629,1
1.3087441605922783,0.43133841923163907,1
-0.9674656005467404,-1.5766097023917247,0
-1.235011977317348,1.054582365665665,0
-2.303509248443947,-0.7743509596802948,2
2.903365267967488,1.2318096842534885,1
2.3084901393236534,0.04812326741895355,1
1.0603286065109356,-0.10407594498795865,1
2.983620336271462,2.8084102847394603,1
-0.2602940789561272,-1.9609955805937864,2
3.8691117908494874,-2.0663184614189447,1
-0.2920984505752767,2.2319119043332387,0
-1.8635673210510675,0.6916836718553943,2
4.574158771948556,2.5050967826296096,1
2.1333258067114387,-2.1204734888847168,1
-2.745800585524776,-1.0096282133418377,2
-1.6915149074602265,0.4115488458356036,2
